translation,book,chapter,verse,text
NIV2011,2,38,25,"That is, about 3 3/4 tons or about 3.4 metric tons; also in verse 27"
NIV2011,2,38,25,"That is, about 44 pounds or about 20 kilograms; also in verse 28"
NIV2011,2,38,26,"That is, about 1/5 ounce or about 5.7 grams"
NIV2011,2,38,29,The weight of the bronze was about 2 1/2 tons or about 2.4 metric tons.
NIV2011,2,39,2,"Or <em>He</em>; also in verses 7, 8 and 22"
NIV2011,2,39,9,"That is, about 9 inches or about 23 centimeters"
NIV2011,2,39,13,The precise identification of some of these precious stones is uncertain.
NIV2011,2,39,23,The meaning of the Hebrew for this word is uncertain.
NIV2011,2,39,34,Possibly the hides of large aquatic mammals
NIV2011,3,1,16,Or <em>crop with its contents</em>; the meaning of the Hebrew for this word is uncertain.
NIV2011,3,2,2,Or <em>representative</em>; also in verses 9 and 16
NIV2011,3,4,3,Or <em>purification offering</em>; here and throughout this chapter
NIV2011,3,4,10,The Hebrew word can refer to either male or female.
NIV2011,3,5,6,Or <em>purification offering</em>; here and throughout this chapter
NIV2011,3,5,11,"That is, probably about 3 1/2 pounds or about 1.6 kilograms"
NIV2011,3,5,12,Or <em>representative</em>
NIV2011,3,5,15,"That is, about 2/5 ounce or about 12 grams"
NIV2011,3,5,19,Or <em>offering; atonement has been made for their</em>
NIV2011,3,6,1,"In Hebrew texts 6:1-7 is numbered 5:20-26, and 6:8-30 is numbered 6:1-23."
NIV2011,3,6,15,Or <em>representative</em>
NIV2011,3,6,17,Or <em>purification offering</em>; also in verses 25 and 30
NIV2011,3,6,18,Or <em>Whoever touches them must be holy</em>; similarly in verse 27
NIV2011,3,6,20,Or <em>each</em>
NIV2011,3,6,20,"That is, probably about 3 1/2 pounds or about 1.6 kilograms"
NIV2011,3,6,21,The meaning of the Hebrew for this word is uncertain.
NIV2011,3,7,7,Or <em>purification offering</em>; also in verse 37
NIV2011,3,7,21,"A few Hebrew manuscripts, Samaritan Pentateuch, Syriac and Targum (see 5:2); most Hebrew manuscripts <em>any unclean, detestable thing</em>"
NIV2011,3,7,25,Or <em>offering is</em>
NIV2011,3,8,2,Or <em>purification offering</em>; also in verse 14
NIV2011,3,9,2,Or <em>purification offering</em>; here and throughout this chapter
NIV2011,3,9,4,The Hebrew word can refer to either male or female; also in verses 18 and 19.
NIV2011,3,10,6,Or <em>Do not uncover your heads</em>
NIV2011,3,10,16,Or <em>purification offering</em>; also in verses 17 and 19
NIV2011,3,11,13,"The precise identification of some of the birds, insects and animals in this chapter is uncertain."
NIV2011,3,12,6,Or <em>purification offering</em>; also in verse 8
NIV2011,3,13,2,"The Hebrew word for <em>defiling skin disease</em>, traditionally translated “leprosy,” was used for various diseases affecting the skin; here and throughout verses 3-46."
NIV2011,3,13,2,Or <em>descendants</em>
NIV2011,3,13,45,"Or <em>clothes, uncover their head</em>"
NIV2011,3,14,3,"The Hebrew word for <em>defiling skin disease</em>, traditionally translated “leprosy,” was used for various diseases affecting the skin; also in verses 7, 32, 54 and 57."
NIV2011,3,14,10,"That is, probably about 11 pounds or about 5 kilograms"
NIV2011,3,14,10,"That is, about 1/3 quart or about 0.3 liter; also in verses 12, 15, 21 and 24"
NIV2011,3,14,13,"Or <em>purification offering</em>; also in verses 19, 22 and 31"
NIV2011,3,14,21,"That is, probably about 3 1/2 pounds or about 1.6 kilograms"
NIV2011,3,15,15,Or <em>purification offering</em>; also in verse 30
NIV2011,3,15,31,Or <em>my tabernacle</em>
NIV2011,3,16,3,Or <em>purification offering</em>; here and throughout this chapter
NIV2011,3,16,8,The meaning of the Hebrew for this word is uncertain; also in verses 10 and 26.
NIV2011,3,16,29,Or <em>must fast</em>; also in verse 31
NIV2011,3,17,3,The Hebrew word can refer to either male or female.
NIV2011,3,17,7,Or <em>the demons</em>
NIV2011,3,17,11,Or <em>atonement by the life in the blood</em>
NIV2011,3,19,20,Or <em>be an inquiry</em>
NIV2011,3,19,23,Hebrew <em>uncircumcised</em>
NIV2011,3,19,23,Hebrew <em>uncircumcised</em>
NIV2011,3,19,36,An ephah was a dry measure having the capacity of about 3/5 of a bushel or about 22 liters.
NIV2011,3,19,36,A hin was a liquid measure having the capacity of about 1 gallon or about 3.8 liters.
NIV2011,3,21,4,Or <em>unclean as a leader among his people</em>
NIV2011,3,21,10,Or <em>not uncover his head</em>
NIV2011,3,22,4,"The Hebrew word for <em>defiling skin disease</em>, traditionally translated “leprosy,” was used for various diseases affecting the skin."
NIV2011,3,22,23,The Hebrew word can refer to either male or female.
NIV2011,3,23,13,"That is, probably about 7 pounds or about 3.2 kilograms; also in verse 17"
NIV2011,3,23,13,"That is, about 1 quart or about 1 liter"
NIV2011,3,23,19,Or <em>purification offering</em>
NIV2011,3,23,27,Or <em>and fast</em>; similarly in verses 29 and 32
NIV2011,3,23,38,"Or <em>These festivals are in addition to the LORD’s Sabbaths, and these offerings are</em>"
NIV2011,3,24,5,"That is, probably about 7 pounds or about 3.2 kilograms"
NIV2011,3,24,7,Or <em>representative</em>
NIV2011,3,26,11,Or <em>my tabernacle</em>
NIV2011,3,26,30,Or <em>your funeral offerings</em>
NIV2011,3,27,3,"That is, about 1 1/4 pounds or about 575 grams; also in verse 16"
NIV2011,3,27,3,"That is, about 2/5 ounce or about 12 grams; also in verse 25"
NIV2011,3,27,4,"That is, about 12 ounces or about 345 grams"
NIV2011,3,27,5,"That is, about 8 ounces or about 230 grams"
NIV2011,3,27,5,"That is, about 4 ounces or about 115 grams; also in verse 7"
NIV2011,3,27,6,"That is, about 2 ounces or about 58 grams"
NIV2011,3,27,6,"That is, about 1 1/4 ounces or about 35 grams"
NIV2011,3,27,7,"That is, about 6 ounces or about 175 grams"
NIV2011,3,27,16,"That is, probably about 300 pounds or about 135 kilograms"
NIV2011,3,27,26,The Hebrew word can refer to either male or female.
NIV2011,3,27,28,The Hebrew term refers to the irrevocable giving over of things or persons to the LORD.
NIV2011,3,27,29,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,4,2,14,"Many manuscripts of the Masoretic Text, Samaritan Pentateuch and Vulgate (see also 1:14); most manuscripts of the Masoretic Text <em>Reuel</em>"
NIV2011,4,3,9,"Most manuscripts of the Masoretic Text; some manuscripts of the Masoretic Text, Samaritan Pentateuch and Septuagint (see also 8:16) <em>to me</em>"
NIV2011,4,3,28,"Hebrew; some Septuagint manuscripts <em>8,300</em>"
NIV2011,4,3,47,"That is, about 2 ounces or about 58 grams"
NIV2011,4,3,50,"That is, about 35 pounds or about 16 kilograms"
NIV2011,4,4,6,"Possibly the hides of large aquatic mammals; also in verses 8, 10, 11, 12, 14 and 25"
NIV2011,4,5,2,"The Hebrew word for <em>defiling skin disease</em>, traditionally translated “leprosy,” was used for various diseases affecting the skin."
NIV2011,4,5,6,Or <em>woman who commits any wrong common to mankind</em>
NIV2011,4,5,15,"That is, probably about 3 1/2 pounds or about 1.6 kilograms"
NIV2011,4,5,21,"That is, may he cause your name to be used in cursing (see <a href='/NIV2011/24/29/22'>Jer. 29:22</a>); or, may others see that you are cursed; similarly in verse 27."
NIV2011,4,5,26,Or <em>representative</em>
NIV2011,4,6,11,Or <em>purification offering</em>; also in verses 14 and 16
NIV2011,4,7,13,"That is, about 3 1/4 pounds or about 1.5 kilograms; also elsewhere in this chapter"
NIV2011,4,7,13,"That is, about 1 3/4 pounds or about 800 grams; also elsewhere in this chapter"
NIV2011,4,7,14,"That is, about 4 ounces or about 115 grams; also elsewhere in this chapter"
NIV2011,4,7,16,Or <em>purification offering</em>; also elsewhere in this chapter
NIV2011,4,7,85,"That is, about 60 pounds or about 28 kilograms"
NIV2011,4,7,86,"That is, about 3 pounds or about 1.4 kilograms"
NIV2011,4,8,8,Or <em>purification offering</em>; also in verse 12
NIV2011,4,11,3,<em>Taberah </em>means <em>burning.</em>
NIV2011,4,11,31,"That is, about 3 feet or about 90 centimeters"
NIV2011,4,11,32,"That is, possibly about 1 3/4 tons or about 1.6 metric tons"
NIV2011,4,11,34,<em>Kibroth Hattaavah </em>means <em>graves of craving.</em>
NIV2011,4,12,10,The Hebrew for <em>leprous </em>was used for various diseases affecting the skin.
NIV2011,4,13,23,<em>Eshkol </em>means <em>cluster</em>; also in verse 24.
NIV2011,4,14,25,Or <em>the Sea of Reeds</em>
NIV2011,4,15,4,"That is, probably about 3 1/2 pounds or about 1.6 kilograms"
NIV2011,4,15,4,"That is, about 1 quart or about 1 liter; also in verse 5"
NIV2011,4,15,6,"That is, probably about 7 pounds or about 3.2 kilograms"
NIV2011,4,15,6,"That is, about 1 1/3 quarts or about 1.3 liters; also in verse 7"
NIV2011,4,15,9,"That is, probably about 11 pounds or about 5 kilograms"
NIV2011,4,15,9,"That is, about 2 quarts or about 1.9 liters; also in verse 10"
NIV2011,4,15,24,Or <em>purification offering</em>; also in verses 25 and 27
NIV2011,4,16,1,Or <em>Peleth—took men</em>
NIV2011,4,16,14,Or <em>to deceive these men</em>; Hebrew <em>Will you gouge out the eyes of these men</em>
NIV2011,4,16,50,In Hebrew texts 16:36-50 is numbered 17:1-15.
NIV2011,4,17,1,In Hebrew texts 17:1-13 is numbered 17:16-28.
NIV2011,4,18,9,Or <em>purification</em>
NIV2011,4,18,14,The Hebrew term refers to the irrevocable giving over of things or persons to the LORD.
NIV2011,4,18,16,"That is, about 2 ounces or about 58 grams"
NIV2011,4,20,13,<em>Meribah </em>means <em>quarreling.</em>
NIV2011,4,21,2,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verse 3."
NIV2011,4,21,3,<em>Hormah </em>means <em>destruction.</em>
NIV2011,4,21,4,Or <em>the Sea of Reeds</em>
NIV2011,4,21,14,Septuagint; Hebrew <em>Waheb</em>
NIV2011,4,21,14,Or <em>“I have been given from Suphah and the ravines / of the Arnon </em>15 <em>to</em>
NIV2011,4,22,32,The meaning of the Hebrew for this clause is uncertain.
NIV2011,4,23,21,Or <em>He has not looked on Jacob’s offenses / or on the wrongs found</em>
NIV2011,4,23,23,Or <em>in</em>
NIV2011,4,23,23,Or <em>in</em>
NIV2011,4,24,4,Hebrew <em>Shaddai</em>; also in verse 16
NIV2011,4,24,17,Samaritan Pentateuch (see also <a href='/NIV2011/24/48/45'>Jer. 48:45</a>); the meaning of the word in the Masoretic Text is uncertain.
NIV2011,4,24,17,"Or possibly <em>Moab, / batter</em>"
NIV2011,4,24,17,Or <em>all the noisy boasters</em>
NIV2011,4,24,23,Masoretic Text; with a different word division of the Hebrew <em>The people from the islands will gather from the north.</em>
NIV2011,4,26,17,Samaritan Pentateuch and Syriac (see also <a href='/NIV2011/1/46/16'>Gen. 46:16</a>); Masoretic Text <em>Arod</em>
NIV2011,4,26,23,"Samaritan Pentateuch, Septuagint, Vulgate and Syriac (see also <a href='/NIV2011/13/7/1'>1 Chron. 7:1</a>); Masoretic Text <em>through Puvah, the Punite</em>"
NIV2011,4,26,39,"A few manuscripts of the Masoretic Text, Samaritan Pentateuch, Vulgate and Syriac (see also Septuagint); most manuscripts of the Masoretic Text <em>Shephupham</em>"
NIV2011,4,26,40,Samaritan Pentateuch and Vulgate (see also Septuagint); Masoretic Text does not have <em>through Ard</em>.
NIV2011,4,26,59,"Or <em>Jochebed, a daughter of Levi, who was born to Levi</em>"
NIV2011,4,27,18,Or <em>the Spirit</em>
NIV2011,4,28,5,"That is, probably about 3 1/2 pounds or about 1.6 kilograms; also in verses 13, 21 and 29"
NIV2011,4,28,5,"That is, about 1 quart or about 1 liter; also in verses 7 and 14"
NIV2011,4,28,9,"That is, probably about 7 pounds or about 3.2 kilograms; also in verses 12, 20 and 28"
NIV2011,4,28,12,"That is, probably about 11 pounds or about 5 kilograms; also in verses 20 and 28"
NIV2011,4,28,14,"That is, about 2 quarts or about 1.9 liters"
NIV2011,4,28,14,"That is, about 1 1/3 quarts or about 1.3 liters"
NIV2011,4,28,15,Or <em>purification offering</em>; also in verse 22
NIV2011,4,29,3,"That is, probably about 11 pounds or about 5 kilograms; also in verses 9 and 14"
NIV2011,4,29,3,"That is, probably about 7 pounds or about 3.2 kilograms; also in verses 9 and 14"
NIV2011,4,29,4,"That is, probably about 3 1/2 pounds or about 1.6 kilograms; also in verses 10 and 15"
NIV2011,4,29,5,Or <em>purification offering</em>; also elsewhere in this chapter
NIV2011,4,29,7,Or <em>must fast</em>
NIV2011,4,29,40,In Hebrew texts this verse (<a href='/NIV2011/4/29/40'>29:40</a>) is numbered 30:1.
NIV2011,4,30,1,In Hebrew texts 30:1-16 is numbered 30:2-17.
NIV2011,4,30,13,Or <em>to fast</em>
NIV2011,4,31,52,"That is, about 420 pounds or about 190 kilograms"
NIV2011,4,32,17,Septuagint; Hebrew <em>will be quick to arm ourselves</em>
NIV2011,4,32,41,Or <em>them the settlements of Jair</em>
NIV2011,4,33,8,"Many manuscripts of the Masoretic Text, Samaritan Pentateuch and Vulgate; most manuscripts of the Masoretic Text <em>left from before Hahiroth</em>"
NIV2011,4,33,10,Or <em>the Sea of Reeds</em>; also in verse 11
NIV2011,4,34,11,Hebrew <em>Kinnereth</em>
NIV2011,4,35,4,"That is, about 1,500 feet or about 450 meters"
NIV2011,4,35,5,"That is, about 3,000 feet or about 900 meters"
NIV2011,5,1,40,Or <em>the Sea of Reeds</em>
NIV2011,5,2,1,Or <em>the Sea of Reeds</em>
NIV2011,5,2,23,"That is, Crete"
NIV2011,5,2,34,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,5,3,6,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,5,3,6,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,5,3,11,"That is, about 14 feet long and 6 feet wide or about 4 meters long and 1.8 meters wide"
NIV2011,5,3,14,Or <em>called the settlements of Jair</em>
NIV2011,5,4,33,Or <em>of a god</em>
NIV2011,5,4,48,Syriac (see also 3:9); Hebrew <em>Siyon</em>
NIV2011,5,4,49,Hebrew <em>the Sea of the Arabah</em>
NIV2011,5,5,3,Or <em>not only with our parents</em>
NIV2011,5,5,7,Or <em>besides</em>
NIV2011,5,6,4,"Or <em>The LORD our God is one LORD</em>; or <em>The LORD is our God, the LORD is one</em>; or <em>The LORD is our God, the LORD alone</em>"
NIV2011,5,7,2,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verse 26."
NIV2011,5,7,5,"That is, wooden symbols of the goddess Asherah; here and elsewhere in Deuteronomy"
NIV2011,5,10,1,"That is, a chest"
NIV2011,5,11,4,Or <em>the Sea of Reeds</em>
NIV2011,5,12,32,In Hebrew texts this verse (<a href='/NIV2011/5/12/32'>12:32</a>) is numbered 13:1.
NIV2011,5,13,1,In Hebrew texts 13:1-18 is numbered 13:2-19.
NIV2011,5,13,15,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,5,13,17,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,5,14,5,The precise identification of some of the birds and animals in this chapter is uncertain.
NIV2011,5,16,6,"Or <em>down, at the time of day</em>"
NIV2011,5,20,17,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,5,20,19,"Or <em>down to use in the siege, for the fruit trees are for the benefit of people.</em>"
NIV2011,5,22,9,Or <em>be forfeited to the sanctuary</em>
NIV2011,5,22,19,"That is, about 2 1/2 pounds or about 1.2 kilograms"
NIV2011,5,22,29,"That is, about 1 1/4 pounds or about 575 grams"
NIV2011,5,22,30,In Hebrew texts this verse (<a href='/NIV2011/5/22/30'>22:30</a>) is numbered 23:1.
NIV2011,5,23,1,In Hebrew texts 23:1-25 is numbered 23:2-26.
NIV2011,5,23,2,Or <em>one of illegitimate birth</em>
NIV2011,5,23,4,"That is, Northwest Mesopotamia"
NIV2011,5,23,18,Hebrew <em>of a dog</em>
NIV2011,5,24,8,"The Hebrew word for <em>defiling skin diseases</em>, traditionally translated “leprosy,” was used for various diseases affecting the skin."
NIV2011,5,28,20,Hebrew <em>me</em>
NIV2011,5,29,1,"In Hebrew texts 29:1 is numbered 28:69, and 29:2-29 is numbered 29:1-28."
NIV2011,5,30,3,Or <em>will bring you back from captivity</em>
NIV2011,5,32,6,"Or <em>Father, who bought you</em>"
NIV2011,5,32,8,Masoretic Text; Dead Sea Scrolls (see also Septuagint) <em>sons of God</em>
NIV2011,5,32,15,"<em>Jeshurun </em>means <em>the upright one, </em>that is, Israel."
NIV2011,5,32,36,Or <em>and they are without a ruler or leader</em>
NIV2011,5,32,43,"Or <em>Make his people rejoice, you nations</em>"
NIV2011,5,32,43,"Masoretic Text; Dead Sea Scrolls (see also Septuagint) <em>people, / and let all the angels worship him, </em>"
NIV2011,5,32,44,"Hebrew <em>Hoshea</em>, a variant of <em>Joshua</em>"
NIV2011,5,33,2,Or <em>from</em>
NIV2011,5,33,2,The meaning of the Hebrew for this phrase is uncertain.
NIV2011,5,33,5,"<em>Jeshurun </em>means <em>the upright one, </em>that is, Israel; also in verse 26."
NIV2011,5,33,6,Or <em>but let</em>
NIV2011,5,33,16,Or <em>of the one separated from</em>
NIV2011,5,33,28,Septuagint; Hebrew <em>Jacob’s spring is</em>
NIV2011,5,34,6,Or <em>He was buried</em>
NIV2011,5,34,9,Or <em>Spirit</em>
NIV2011,6,2,10,Or <em>the Sea of Reeds</em>
NIV2011,6,2,10,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,6,3,4,"That is, about 3,000 feet or about 900 meters"
NIV2011,6,4,9,Or <em>Joshua also set up twelve stones</em>
NIV2011,6,4,23,Or <em>the Sea of Reeds</em>
NIV2011,6,5,1,Another textual tradition <em>we</em>
NIV2011,6,5,3,<em>Gibeath Haaraloth </em>means <em>the hill of foreskins.</em>
NIV2011,6,5,9,<em>Gilgal </em>sounds like the Hebrew for <em>roll</em><em>.</em>
NIV2011,6,5,12,Or <em>the day</em>
NIV2011,6,5,14,Or <em>lord</em>
NIV2011,6,6,17,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verses 18 and 21."
NIV2011,6,7,1,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verses 11, 12, 13 and 15."
NIV2011,6,7,1,See Septuagint and <a href='/NIV2011/13/2/6'>1 Chron. 2:6</a>; Hebrew <em>Zabdi</em>; also in verses 17 and 18.
NIV2011,6,7,21,Hebrew <em>Shinar</em>
NIV2011,6,7,21,"That is, about 5 pounds or about 2.3 kilograms"
NIV2011,6,7,21,"That is, about 1 1/4 pounds or about 575 grams"
NIV2011,6,7,26,<em>Achor </em>means <em>trouble.</em>
NIV2011,6,8,26,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them."
NIV2011,6,8,28,<em>Ai </em>means <em>the ruin.</em>
NIV2011,6,9,4,"Most Hebrew manuscripts; some Hebrew manuscripts, Vulgate and Syriac (see also Septuagint) <em>They prepared provisions and loaded their donkeys</em>"
NIV2011,6,10,1,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verses 28, 35, 37, 39 and 40."
NIV2011,6,10,13,Or <em>nation triumphed over</em>
NIV2011,6,11,11,"The Hebrew term refers to the irrevocable giving over of things or persons to the LORD, often by totally destroying them; also in verses 12, 20 and 21."
NIV2011,6,12,3,Hebrew <em>Kinnereth</em>
NIV2011,6,13,8,"Hebrew <em>With it </em>(that is, with the other half of Manasseh)"
NIV2011,6,13,27,Hebrew <em>Kinnereth</em>
NIV2011,6,14,9,<a href='/NIV2011/5/1/36'>Deut. 1:36</a>
